Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,RFM_Recency,Friction_Risk
13.0,31.0,5,Grocery,1,Married,2,0,7.0,245.31,7.0,0.0
6.0,10.0,4,Fashion,1,Single,5,0,8.0,236.59,8.0,0.0
10.0,18.0,5,Laptop & Accessory,1,Married,6,0,1.0,191.52,1.0,0.0
9.0,31.0,4,Mobile,4,Single,5,1,2.0,123.13,2.0,3.0
3.0,11.0,4,Mobile Phone,1,Married,10,0,3.0,137.61,3.0,0.0
7.0,10.0,4,Mobile Phone,3,Married,3,1,1.0,154.09,1.0,2.0
14.0,18.0,4,Laptop & Accessory,3,Married,3,0,5.0,188.23,5.0,0.0
1.0,31.0,5,Mobile Phone,3,Single,7,1,4.0,145.28,4.0,5.0
4.0,14.0,4,Laptop & Accessory,3,Married,3,0,10.0,159.91,10.0,0.0
7.0,9.0,4,Laptop & Accessory,4,Single,10,0,8.0,176.47,8.0,0.0
15.0,20.0,4,Laptop & Accessory,3,Single,8,0,3.0,162.44,3.0,0.0
12.0,34.0,4,Laptop & Accessory,5,Single,4,0,3.0,142.84,3.0,0.0
2.0,14.0,3,Mobile,2,Single,2,0,5.0,123.4,5.0,0.0
0.0,6.0,4,Mobile Phone,3,Single,1,1,2.0,137.3,2.0,3.0
0.0,14.0,4,Mobile,1,Married,6,0,3.0,123.67,3.0,0.0
11.0,12.0,4,Mobile Phone,3,Married,2,0,4.0,137.02,4.0,0.0
9.0,6.0,4,Fashion,5,Married,3,0,3.0,215.69,3.0,0.0
20.0,31.0,4,Mobile Phone,1,Single,3,0,1.0,150.87,1.0,0.0
9.0,7.0,3,Mobile Phone,1,Single,2,0,0.0,116.11,0.0,0.0
0.0,18.0,1,Mobile,4,Single,2,0,0.0,127.16,0.0,0.0
13.0,13.0,4,Fashion,4,Single,6,0,3.0,208.76,3.0,0.0
10.0,7.0,5,Laptop & Accessory,1,Married,2,0,3.0,195.25,3.0,0.0
5.0,9.0,6,Mobile Phone,1,Married,3,1,1.0,136.29,1.0,2.0
6.0,28.0,3,Laptop & Accessory,4,Married,1,0,7.0,161.46,7.0,0.0
2.0,35.0,5,Laptop & Accessory,3,Married,9,0,6.0,163.84,6.0,0.0
5.0,27.0,4,Mobile Phone,4,Single,3,1,3.0,156.4,3.0,4.0
8.0,6.0,3,Fashion,3,Single,2,0,8.0,187.89,8.0,0.0
12.0,36.0,4,Laptop & Accessory,1,Single,3,0,10.0,149.06,10.0,0.0
9.0,15.0,4,Mobile Phone,3,Single,3,0,5.0,168.23,5.0,0.0
10.0,10.0,2,Laptop & Accessory,5,Married,8,0,5.0,193.42,5.0,0.0
17.0,8.0,3,Fashion,3,Single,6,1,2.0,202.09,2.0,3.0
8.0,8.0,4,Fashion,4,Married,3,0,4.0,202.74,4.0,0.0
15.0,14.0,6,Others,3,Married,3,0,11.0,324.73,11.0,0.0
6.0,10.0,3,Laptop & Accessory,4,Married,6,0,7.0,130.55,7.0,0.0
7.0,14.0,3,Laptop & Accessory,5,Married,4,0,0.0,151.21,0.0,0.0
7.0,7.0,2,Laptop & Accessory,4,Married,3,1,3.0,179.88,3.0,4.0
7.0,24.0,4,Grocery,3,Single,3,0,1.0,299.44,1.0,0.0
3.0,13.0,4,Mobile Phone,5,Divorced,9,1,3.0,149.04,3.0,4.0
1.0,16.0,4,Mobile Phone,3,Divorced,3,0,3.0,152.42,3.0,0.0
1.0,13.0,2,Mobile Phone,1,Married,2,0,8.0,150.44,8.0,0.0
9.0,33.0,3,Laptop & Accessory,3,Married,7,0,7.0,152.37,7.0,0.0
3.0,8.0,4,Mobile Phone,5,Single,1,0,7.0,149.68,7.0,0.0
9.0,22.0,3,Mobile,3,Single,2,0,4.0,121.44,4.0,0.0
10.0,16.0,2,Mobile Phone,2,Single,4,0,0.0,146.8,0.0,0.0
17.0,7.0,3,Laptop & Accessory,1,Married,5,1,2.0,157.43,2.0,3.0
19.0,14.0,4,Fashion,5,Married,4,0,3.0,222.24,3.0,0.0
2.0,19.0,4,Laptop & Accessory,4,Married,5,1,3.0,140.25,3.0,4.0
5.0,21.0,3,Laptop & Accessory,1,Married,6,0,2.0,166.67,2.0,0.0
10.0,10.0,4,Laptop & Accessory,4,Single,6,0,8.0,169.85,8.0,0.0
29.0,9.0,4,Fashion,4,Married,5,0,3.0,234.76,3.0,0.0
2.0,14.0,4,Mobile,2,Married,7,0,3.0,125.32,3.0,0.0
5.0,11.0,4,Laptop & Accessory,1,Single,9,0,0.0,196.79,0.0,0.0
0.0,14.0,3,Mobile,3,Married,2,0,3.0,125.17,3.0,0.0
0.0,14.0,3,Mobile,5,Single,2,1,2.0,123.8,2.0,3.0
8.0,17.0,4,Mobile Phone,3,Single,3,1,3.0,154.36,3.0,4.0
6.0,8.0,4,Fashion,1,Married,3,0,3.0,229.22,3.0,0.0
0.0,22.0,3,Mobile,4,Divorced,10,0,2.0,128.11,2.0,0.0
0.0,31.0,3,Mobile,3,Married,2,0,7.0,129.42,7.0,0.0
0.0,31.0,3,Mobile,1,Single,2,1,1.0,127.95,1.0,2.0
9.0,14.0,4,Mobile,5,Married,1,0,3.0,123.42,3.0,0.0
16.0,12.0,4,Grocery,1,Married,5,1,0.0,266.27,0.0,1.0
9.0,13.0,1,Laptop & Accessory,5,Married,3,0,13.0,146.39,13.0,0.0
0.0,15.0,3,Laptop & Accessory,5,Single,4,1,3.0,182.24,3.0,4.0
5.0,14.0,5,Fashion,3,Divorced,3,0,3.0,214.43,3.0,0.0
20.0,9.0,4,Grocery,5,Married,10,0,10.0,295.48,10.0,0.0
6.0,11.0,4,Mobile Phone,4,Divorced,4,0,3.0,164.31,3.0,0.0
8.0,9.0,5,Mobile Phone,3,Married,5,0,8.0,152.68,8.0,0.0
3.0,15.0,3,Laptop & Accessory,5,Married,2,0,10.0,130.72,10.0,0.0
2.0,8.0,3,Mobile,4,Married,1,0,4.0,127.03,4.0,0.0
30.0,11.0,4,Fashion,4,Married,3,1,4.0,205.52,4.0,5.0
13.0,6.0,4,Grocery,4,Married,2,0,11.0,235.03,11.0,0.0
3.0,14.0,3,Fashion,3,Married,6,0,7.0,172.64,7.0,0.0
16.0,15.0,3,Laptop & Accessory,3,Married,4,1,7.0,156.79,7.0,8.0
0.0,10.0,3,Mobile,5,Single,2,0,0.0,129.73,0.0,0.0
19.0,9.0,5,Mobile Phone,3,Single,3,0,1.0,147.74,1.0,0.0
1.0,8.0,4,Mobile Phone,4,Single,3,1,3.0,148.02,3.0,4.0
9.0,16.0,4,Mobile Phone,4,Single,2,1,0.0,118.59,0.0,1.0
1.0,9.0,4,Mobile Phone,5,Married,2,0,3.0,155.41,3.0,0.0
1.0,12.0,4,Mobile Phone,5,Single,3,1,3.0,148.8,3.0,4.0
1.0,16.0,4,Mobile Phone,5,Single,3,0,3.0,152.28,3.0,0.0
18.0,17.0,4,Laptop & Accessory,1,Married,4,1,4.0,189.65,4.0,5.0
10.0,9.0,4,Mobile Phone,3,Single,6,0,10.0,150.19,10.0,0.0
2.0,36.0,4,Laptop & Accessory,5,Married,9,1,1.0,191.73,1.0,2.0
14.0,14.0,3,Laptop & Accessory,4,Married,6,0,4.0,143.93,4.0,0.0
9.0,14.0,4,Laptop & Accessory,4,Married,2,1,7.0,121.33,7.0,8.0
11.0,13.0,2,Laptop & Accessory,5,Married,6,1,8.0,184.74,8.0,9.0
7.0,16.0,3,Mobile,3,Single,2,1,2.0,129.36,2.0,3.0
14.0,16.0,5,Laptop & Accessory,4,Single,2,0,9.0,161.51,9.0,0.0
0.0,9.0,4,Mobile,1,Married,1,1,0.0,128.53,0.0,1.0
16.0,15.0,4,Others,1,Married,3,0,10.0,309.3,10.0,0.0
15.0,10.0,3,Others,2,Divorced,2,0,15.0,292.32,15.0,0.0
29.0,29.0,3,Grocery,4,Divorced,5,1,9.0,234.02,9.0,10.0
9.0,32.0,5,Laptop & Accessory,2,Single,6,0,3.0,161.81,3.0,0.0
0.0,14.0,3,Fashion,3,Single,2,0,7.0,187.26,7.0,0.0
0.0,17.0,1,Laptop & Accessory,3,Married,9,0,2.0,147.07,2.0,0.0
13.0,9.0,5,Laptop & Accessory,3,Single,3,0,11.0,170.53,11.0,0.0
1.0,16.0,4,Mobile Phone,2,Single,3,1,3.0,148.23,3.0,4.0
4.0,12.0,4,Fashion,1,Married,4,0,3.0,219.19,3.0,0.0
5.0,8.0,3,Laptop & Accessory,4,Married,1,0,6.0,154.7,6.0,0.0
22.0,17.0,3,Laptop & Accessory,1,Single,4,0,4.0,145.07,4.0,0.0
3.0,22.0,3,Laptop & Accessory,3,Divorced,9,0,2.0,153.01,2.0,0.0
1.0,26.0,4,Mobile Phone,1,Married,5,0,3.0,161.69,3.0,0.0
9.0,28.0,5,Mobile Phone,3,Married,2,0,0.0,115.55,0.0,0.0
8.0,13.0,4,Mobile,1,Married,2,0,1.0,126.9,1.0,0.0
9.0,8.0,4,Mobile,3,Single,2,0,2.0,120.44,2.0,0.0
0.0,33.0,3,Laptop & Accessory,1,Single,2,1,7.0,158.13,7.0,8.0
24.0,9.0,4,Others,3,Married,4,1,8.0,317.37,8.0,9.0
1.0,9.0,2,Laptop & Accessory,2,Divorced,3,0,4.0,179.72,4.0,0.0
7.0,14.0,4,Laptop & Accessory,3,Married,3,0,9.0,184.68,9.0,0.0
0.0,14.0,5,Mobile,1,Single,2,1,0.0,123.4,0.0,1.0
9.0,13.0,6,Laptop & Accessory,2,Single,3,0,9.0,191.46,9.0,0.0
0.0,30.0,5,Mobile Phone,1,Single,2,1,0.0,111.18,0.0,1.0
10.0,13.0,2,Laptop & Accessory,5,Married,5,1,3.0,180.62,3.0,4.0
1.0,15.0,3,Laptop & Accessory,4,Divorced,2,0,3.0,173.51,3.0,0.0
22.0,6.0,4,Grocery,3,Single,8,1,7.0,239.64,7.0,8.0
8.0,24.0,3,Laptop & Accessory,3,Divorced,2,0,0.0,146.01,0.0,0.0
14.0,23.0,4,Mobile Phone,3,Married,11,0,1.0,160.44,1.0,0.0
22.0,7.0,3,Grocery,3,Single,5,0,0.0,253.79,0.0,0.0
7.0,9.0,5,Laptop & Accessory,1,Single,6,0,2.0,160.29,2.0,0.0
9.0,14.0,4,Fashion,3,Single,5,0,3.0,227.21,3.0,0.0
12.0,24.0,3,Laptop & Accessory,3,Single,1,0,7.0,145.34,7.0,0.0
5.0,15.0,4,Grocery,4,Single,5,0,1.0,289.22,1.0,0.0
19.0,6.0,3,Fashion,5,Married,8,0,3.0,193.96,3.0,0.0
11.0,17.0,4,Mobile Phone,5,Married,8,0,4.0,159.52,4.0,0.0
1.0,12.0,5,Laptop & Accessory,3,Single,3,1,4.0,182.44,4.0,5.0
9.0,6.0,4,Mobile,4,Single,2,1,2.0,121.74,2.0,3.0
18.0,15.0,2,Mobile Phone,2,Divorced,4,1,3.0,153.18,3.0,4.0
20.0,10.0,4,Fashion,4,Married,9,1,10.0,203.33,10.0,11.0
24.0,31.0,4,Grocery,3,Divorced,5,1,6.0,264.73,6.0,7.0
16.0,17.0,3,Fashion,3,Married,2,0,9.0,175.1,9.0,0.0
12.0,32.0,5,Fashion,4,Married,5,0,2.0,245.61,2.0,0.0
20.0,10.0,4,Grocery,4,Married,10,0,2.0,291.06,2.0,0.0
7.0,9.0,3,Laptop & Accessory,4,Married,2,0,9.0,154.33,9.0,0.0
5.0,8.0,2,Laptop & Accessory,2,Single,8,0,7.0,150.55,7.0,0.0
0.0,14.0,3,Mobile,2,Divorced,2,1,0.0,125.15,0.0,1.0
1.0,25.0,2,Laptop & Accessory,3,Married,4,0,3.0,187.32,3.0,0.0
23.0,7.0,4,Mobile Phone,5,Divorced,4,0,3.0,160.8,3.0,0.0
3.0,21.0,4,Fashion,5,Married,3,0,7.0,171.4,7.0,0.0
7.0,15.0,5,Mobile Phone,1,Single,2,0,3.0,148.42,3.0,0.0
2.0,8.0,3,Laptop & Accessory,2,Single,2,0,9.0,145.54,9.0,0.0
3.0,9.0,4,Grocery,1,Married,9,0,6.0,246.69,6.0,0.0
4.0,32.0,5,Fashion,4,Single,4,1,3.0,215.94,3.0,4.0
4.0,8.0,3,Mobile,3,Married,1,0,2.0,130.67,2.0,0.0
15.0,8.0,4,Laptop & Accessory,1,Single,4,0,0.0,167.81,0.0,0.0
18.0,10.0,4,Others,2,Divorced,6,1,2.0,320.13,2.0,3.0
0.0,19.0,4,Laptop & Accessory,5,Married,6,1,2.0,161.34,2.0,3.0
22.0,29.0,4,Grocery,1,Married,5,0,8.0,296.74,8.0,0.0
7.0,9.0,4,Mobile Phone,2,Single,2,0,3.0,150.0,3.0,0.0
12.0,25.0,3,Laptop & Accessory,1,Married,9,0,2.0,139.02,2.0,0.0
29.0,9.0,5,Mobile Phone,1,Married,10,0,5.0,151.62,5.0,0.0
18.0,34.0,4,Grocery,4,Single,2,0,6.0,267.04,6.0,0.0
0.0,10.0,3,Laptop & Accessory,3,Divorced,2,1,3.0,141.62,3.0,4.0
18.0,15.0,3,Fashion,5,Married,5,1,2.0,207.61,2.0,3.0
0.0,14.0,3,Mobile,4,Married,3,1,2.0,123.73,2.0,3.0
1.0,32.0,4,Laptop & Accessory,5,Divorced,2,0,4.0,147.24,4.0,0.0
6.0,17.0,4,Fashion,1,Single,4,0,1.0,237.44,1.0,0.0
9.0,8.0,3,Mobile Phone,4,Single,2,0,0.0,113.93,0.0,0.0
1.0,30.0,5,Fashion,5,Married,3,0,11.0,198.36,11.0,0.0
1.0,31.0,5,Laptop & Accessory,4,Single,2,1,11.0,170.99,11.0,12.0
17.0,9.0,4,Laptop & Accessory,1,Married,3,0,8.0,181.75,8.0,0.0
11.0,8.0,3,Laptop & Accessory,3,Divorced,10,0,0.0,165.53,0.0,0.0
1.0,11.0,5,Mobile Phone,3,Single,7,0,3.0,163.94,3.0,0.0
12.0,7.0,4,Laptop & Accessory,1,Married,9,0,10.0,172.35,10.0,0.0
3.0,11.0,5,Mobile Phone,5,Married,3,0,1.0,146.09,1.0,0.0
9.0,15.0,3,Mobile,4,Married,7,0,2.0,120.24,2.0,0.0
24.0,12.0,4,Mobile,3,Single,1,0,7.0,128.38,7.0,0.0
23.0,23.0,4,Mobile Phone,5,Married,6,1,3.0,150.87,3.0,4.0
8.0,28.0,2,Laptop & Accessory,1,Single,3,0,8.0,178.37,8.0,0.0
14.0,12.0,4,Laptop & Accessory,4,Single,7,1,2.0,160.32,2.0,3.0
13.0,12.0,3,Grocery,3,Single,8,0,13.0,232.37,13.0,0.0
0.0,8.0,3,Laptop & Accessory,2,Divorced,1,0,2.0,142.27,2.0,0.0
10.0,10.0,3,Mobile,3,Married,8,1,3.0,129.96,3.0,4.0
4.0,10.0,4,Mobile Phone,3,Married,3,0,1.0,145.83,1.0,0.0
16.0,12.0,4,Others,3,Married,8,0,14.0,293.92,14.0,0.0
4.0,23.0,4,Laptop & Accessory,3,Divorced,10,0,3.0,178.01,3.0,0.0
6.0,9.0,4,Mobile Phone,5,Single,3,0,3.0,149.39,3.0,0.0
0.0,9.0,3,Laptop & Accessory,3,Single,10,0,0.0,145.77,0.0,0.0
12.0,9.0,5,Mobile Phone,4,Married,6,0,6.0,149.68,6.0,0.0
6.0,8.0,3,Laptop & Accessory,4,Single,9,0,7.0,151.47,7.0,0.0
1.0,36.0,6,Laptop & Accessory,5,Single,10,0,3.0,174.69,3.0,0.0
4.0,7.0,5,Fashion,3,Single,3,0,3.0,209.74,3.0,0.0
1.0,27.0,3,Mobile,2,Divorced,2,0,2.0,127.13,2.0,0.0
9.0,6.0,4,Mobile,5,Divorced,2,0,2.0,122.18,2.0,0.0
9.0,32.0,5,Laptop & Accessory,1,Single,6,0,3.0,161.81,3.0,0.0
12.0,8.0,4,Mobile Phone,4,Married,2,1,3.0,154.91,3.0,4.0
15.0,11.0,4,Mobile Phone,3,Divorced,11,1,8.0,149.61,8.0,9.0
0.0,10.0,3,Fashion,5,Single,1,1,7.0,195.82,7.0,8.0
4.0,13.0,3,Laptop & Accessory,2,Married,5,0,7.0,175.47,7.0,0.0
8.0,17.0,3,Mobile,3,Married,8,1,2.0,126.6,2.0,3.0
5.0,17.0,4,Laptop & Accessory,1,Married,4,1,5.0,190.83,5.0,6.0
1.0,31.0,6,Mobile Phone,2,Single,3,1,1.0,136.18,1.0,2.0
1.0,25.0,4,Laptop & Accessory,3,Divorced,2,1,3.0,171.14,3.0,4.0
18.0,13.0,3,Fashion,5,Married,2,0,11.0,152.1,11.0,0.0
12.0,15.0,3,Laptop & Accessory,4,Single,10,0,3.0,167.82,3.0,0.0
13.0,7.0,3,Laptop & Accessory,1,Married,5,0,3.0,165.13,3.0,0.0
0.0,6.0,3,Laptop & Accessory,4,Married,2,0,4.0,163.97,4.0,0.0
13.0,8.0,3,Others,3,Divorced,1,0,12.0,280.41,12.0,0.0
9.0,10.0,3,Mobile,1,Married,2,0,0.0,119.51,0.0,0.0
8.0,8.0,4,Mobile Phone,1,Single,1,1,4.0,149.3,4.0,5.0
25.0,12.0,3,Laptop & Accessory,5,Married,4,1,9.0,155.77,9.0,10.0
1.0,13.0,2,Mobile Phone,5,Divorced,3,1,1.0,141.01,1.0,2.0
26.0,7.0,4,Grocery,3,Married,5,1,3.0,229.65,3.0,4.0
1.0,32.0,4,Mobile Phone,2,Single,3,1,2.0,152.95,2.0,3.0
9.0,8.0,3,Mobile,5,Married,7,1,2.0,120.42,2.0,3.0
9.0,25.0,4,Fashion,1,Single,4,0,3.0,218.62,3.0,0.0
9.0,15.0,3,Mobile,1,Married,4,0,3.0,120.75,3.0,0.0
6.0,14.0,3,Laptop & Accessory,3,Married,1,0,2.0,171.04,2.0,0.0
3.0,8.0,4,Mobile Phone,1,Married,3,0,3.0,162.6,3.0,0.0
8.0,27.0,3,Laptop & Accessory,2,Divorced,2,1,7.0,140.14,7.0,8.0
9.0,9.0,3,Mobile,1,Married,5,0,4.0,120.97,4.0,0.0
8.0,8.0,4,Fashion,1,Single,3,0,3.0,223.88,3.0,0.0
10.0,22.0,6,Laptop & Accessory,1,Married,3,0,12.0,179.06,12.0,0.0
9.0,13.0,3,Mobile Phone,3,Married,2,0,0.0,112.74,0.0,0.0
17.0,13.0,5,Others,3,Married,9,0,15.0,318.92,15.0,0.0
11.0,13.0,3,Laptop & Accessory,5,Married,6,1,8.0,184.74,8.0,9.0
11.0,23.0,4,Fashion,3,Divorced,1,0,9.0,188.23,9.0,0.0
24.0,16.0,4,Mobile Phone,1,Married,6,0,1.0,148.8,1.0,0.0
0.0,29.0,3,Mobile,2,Married,2,0,2.0,128.86,2.0,0.0
13.0,15.0,3,Laptop & Accessory,5,Married,1,0,1.0,154.73,1.0,0.0
6.0,15.0,4,Fashion,1,Single,3,0,3.0,214.98,3.0,0.0
17.0,16.0,4,Mobile Phone,3,Single,6,0,3.0,149.38,3.0,0.0
2.0,9.0,4,Laptop & Accessory,4,Married,6,0,5.0,173.55,5.0,0.0
9.0,8.0,3,Mobile,5,Divorced,7,1,2.0,120.42,2.0,3.0
13.0,20.0,5,Grocery,4,Married,8,1,3.0,296.23,3.0,4.0
14.0,16.0,4,Laptop & Accessory,3,Married,5,0,8.0,164.75,8.0,0.0
18.0,14.0,3,Laptop & Accessory,4,Married,9,0,15.0,123.48,15.0,0.0
3.0,10.0,4,Laptop & Accessory,4,Married,2,1,7.0,152.09,7.0,8.0
0.0,8.0,1,Mobile,5,Single,8,0,1.0,134.24,1.0,0.0
7.0,12.0,5,Fashion,1,Married,6,0,3.0,196.19,3.0,0.0
3.0,18.0,3,Laptop & Accessory,3,Single,1,0,4.0,165.77,4.0,0.0
0.0,22.0,3,Laptop & Accessory,5,Single,6,0,2.0,153.24,2.0,0.0
16.0,31.0,4,Fashion,1,Married,6,0,0.0,207.98,0.0,0.0
0.0,13.0,4,Fashion,2,Married,10,0,3.0,215.57,3.0,0.0
12.0,7.0,5,Laptop & Accessory,1,Single,6,0,3.0,211.86,3.0,0.0
7.0,8.0,3,Laptop & Accessory,3,Single,3,0,2.0,140.33,2.0,0.0
3.0,26.0,3,Laptop & Accessory,5,Divorced,1,0,2.0,199.57,2.0,0.0
7.0,14.0,1,Laptop & Accessory,3,Married,2,0,8.0,167.99,8.0,0.0
7.0,23.0,4,Laptop & Accessory,1,Married,3,1,3.0,178.68,3.0,4.0
2.0,26.0,5,Mobile Phone,5,Married,3,0,4.0,156.96,4.0,0.0
1.0,19.0,3,Mobile Phone,4,Single,3,0,1.0,152.16,1.0,0.0
16.0,20.0,2,Laptop & Accessory,5,Married,7,0,1.0,180.38,1.0,0.0
0.0,14.0,5,Mobile,3,Married,1,0,0.0,123.51,0.0,0.0
4.0,10.0,4,Mobile Phone,2,Divorced,6,0,5.0,145.97,5.0,0.0
9.0,28.0,4,Laptop & Accessory,2,Divorced,3,1,8.0,165.14,8.0,9.0
7.0,15.0,4,Laptop & Accessory,5,Married,4,0,3.0,188.92,3.0,0.0
11.0,14.0,4,Mobile,4,Married,5,0,5.0,124.68,5.0,0.0
0.0,14.0,4,Mobile Phone,3,Single,2,1,2.0,139.89,2.0,3.0
9.0,9.0,5,Fashion,4,Married,4,0,3.0,227.74,3.0,0.0
14.0,15.0,4,Laptop & Accessory,5,Married,4,1,1.0,190.16,1.0,2.0
18.0,6.0,1,Others,1,Married,1,0,7.0,292.02,7.0,0.0
14.0,9.0,4,Laptop & Accessory,4,Married,9,0,4.0,182.15,4.0,0.0
0.0,9.0,3,Laptop & Accessory,5,Divorced,2,1,3.0,141.94,3.0,4.0
5.0,21.0,3,Laptop & Accessory,1,Married,6,0,2.0,166.67,2.0,0.0
1.0,9.0,4,Laptop & Accessory,3,Single,3,1,5.0,169.78,5.0,6.0
0.0,14.0,4,Mobile,5,Single,7,1,0.0,124.04,0.0,1.0
0.0,29.0,4,Laptop & Accessory,3,Divorced,4,1,1.0,159.16,1.0,2.0
9.0,17.0,4,Laptop & Accessory,3,Single,5,1,5.0,186.42,5.0,6.0
23.0,18.0,4,Laptop & Accessory,1,Single,5,0,5.0,170.07,5.0,0.0
1.0,35.0,3,Laptop & Accessory,5,Divorced,8,1,0.0,166.73,0.0,1.0
15.0,21.0,4,Mobile Phone,3,Married,6,0,9.0,149.51,9.0,0.0
16.0,10.0,2,Laptop & Accessory,1,Married,4,1,4.0,177.31,4.0,5.0
16.0,8.0,4,Fashion,1,Married,1,0,9.0,201.69,9.0,0.0
1.0,16.0,4,Mobile Phone,4,Single,3,0,4.0,147.79,4.0,0.0
14.0,14.0,5,Fashion,1,Single,3,0,3.0,206.5,3.0,0.0
7.0,7.0,5,Mobile Phone,3,Married,3,0,1.0,145.08,1.0,0.0
14.0,9.0,4,Laptop & Accessory,4,Married,3,0,4.0,189.38,4.0,0.0
1.0,22.0,4,Fashion,3,Married,9,1,8.0,261.1,8.0,9.0
1.0,11.0,5,Laptop & Accessory,2,Single,3,1,5.0,183.28,5.0,6.0
0.0,15.0,4,Mobile,3,Divorced,1,1,0.0,133.88,0.0,1.0
21.0,10.0,4,Grocery,3,Married,11,1,14.0,262.7,14.0,15.0
6.0,8.0,3,Mobile Phone,3,Married,2,0,4.0,136.0,4.0,0.0
16.0,7.0,4,Mobile Phone,5,Married,5,0,3.0,150.76,3.0,0.0
11.0,12.0,5,Laptop & Accessory,1,Married,8,1,9.0,153.29,9.0,10.0
3.0,16.0,4,Mobile Phone,3,Married,11,0,3.0,154.74,3.0,0.0
4.0,34.0,4,Laptop & Accessory,1,Married,9,0,8.0,178.04,8.0,0.0
0.0,14.0,3,Mobile,1,Married,2,1,0.0,125.15,0.0,1.0
8.0,6.0,5,Mobile,1,Married,2,0,1.0,129.77,1.0,0.0
9.0,9.0,3,Mobile,1,Married,2,0,0.0,120.61,0.0,0.0
21.0,21.0,4,Laptop & Accessory,5,Single,4,0,8.0,174.6,8.0,0.0
6.0,14.0,4,Mobile,4,Married,7,0,1.0,126.22,1.0,0.0
10.0,16.0,3,Mobile,5,Married,7,0,3.0,134.52,3.0,0.0
28.0,8.0,4,Others,5,Married,9,0,0.0,290.38,0.0,0.0
11.0,12.0,4,Laptop & Accessory,3,Married,3,0,7.0,153.21,7.0,0.0
8.0,9.0,4,Laptop & Accessory,5,Single,2,1,3.0,170.38,3.0,4.0
13.0,21.0,4,Fashion,3,Married,2,0,12.0,204.35,12.0,0.0
0.0,35.0,3,Mobile Phone,5,Married,2,0,2.0,139.07,2.0,0.0
9.0,9.0,4,Fashion,2,Divorced,5,0,12.0,196.99,12.0,0.0
15.0,14.0,4,Mobile,5,Married,1,1,8.0,125.93,8.0,9.0
20.0,14.0,4,Laptop & Accessory,3,Divorced,4,0,1.0,177.58,1.0,0.0
31.0,7.0,4,Fashion,1,Married,5,1,5.0,244.04,5.0,6.0
13.0,8.0,1,Laptop & Accessory,4,Divorced,2,0,7.0,142.44,7.0,0.0
11.0,14.0,1,Mobile,3,Married,2,0,3.0,126.1,3.0,0.0
27.0,13.0,4,Laptop & Accessory,2,Single,4,0,3.0,149.5,3.0,0.0
1.0,6.0,3,Mobile Phone,5,Married,2,0,2.0,135.91,2.0,0.0
13.0,26.0,4,Laptop & Accessory,1,Married,10,0,3.0,164.02,3.0,0.0
2.0,15.0,3,Mobile,3,Married,10,0,2.0,129.74,2.0,0.0
1.0,10.0,2,Mobile Phone,2,Divorced,3,0,8.0,169.2,8.0,0.0
19.0,7.0,2,Others,1,Married,2,0,8.0,317.02,8.0,0.0
0.0,8.0,3,Mobile Phone,3,Married,7,1,2.0,139.77,2.0,3.0
1.0,30.0,5,Laptop & Accessory,3,Married,5,1,2.0,184.16,2.0,3.0
21.0,16.0,4,Others,4,Married,5,0,9.0,296.65,9.0,0.0
11.0,8.0,4,Fashion,3,Married,4,1,2.0,177.56,2.0,3.0
14.0,9.0,4,Others,3,Divorced,2,0,13.0,305.41,13.0,0.0
25.0,8.0,4,Mobile,2,Single,8,0,2.0,132.12,2.0,0.0
0.0,14.0,3,Laptop & Accessory,3,Married,1,1,4.0,149.07,4.0,5.0
0.0,25.0,3,Mobile Phone,1,Married,4,0,2.0,136.69,2.0,0.0
4.0,9.0,5,Mobile Phone,5,Single,2,0,8.0,174.68,8.0,0.0
9.0,8.0,3,Mobile,4,Married,5,0,2.0,121.87,2.0,0.0
1.0,9.0,4,Mobile Phone,3,Single,3,0,3.0,152.83,3.0,0.0
9.0,16.0,5,Fashion,3,Married,3,1,16.0,231.85,16.0,17.0
10.0,12.0,4,Fashion,5,Married,6,0,3.0,205.08,3.0,0.0
11.0,20.0,4,Laptop & Accessory,1,Married,3,0,8.0,167.85,8.0,0.0
16.0,12.0,4,Others,3,Married,8,0,14.0,293.92,14.0,0.0
29.0,21.0,2,Others,4,Single,10,0,16.0,312.22,16.0,0.0
10.0,8.0,4,Laptop & Accessory,1,Married,6,0,0.0,151.63,0.0,0.0
1.0,29.0,4,Mobile Phone,3,Married,6,1,2.0,146.32,2.0,3.0
27.0,7.0,3,Grocery,1,Single,7,0,7.0,273.28,7.0,0.0
19.0,20.0,3,Mobile Phone,4,Divorced,10,1,3.0,149.63,3.0,4.0
2.0,8.0,3,Laptop & Accessory,1,Single,2,0,9.0,145.54,9.0,0.0
8.0,29.0,3,Mobile Phone,5,Married,4,1,2.0,140.14,2.0,3.0
28.0,26.0,3,Laptop & Accessory,1,Married,4,1,8.0,154.15,8.0,9.0
10.0,9.0,3,Fashion,3,Married,2,0,8.0,194.34,8.0,0.0
11.0,14.0,3,Mobile,5,Single,4,0,0.0,126.19,0.0,0.0
4.0,16.0,4,Laptop & Accessory,1,Married,2,1,8.0,188.47,8.0,9.0
0.0,6.0,4,Laptop & Accessory,1,Married,7,0,2.0,147.75,2.0,0.0
